1,4.133e-15
1.01,2.9478
1.02,6.0858
1.03,9.5653
1.04,13.598
1.05,18.499
1.06,24.755
1.07,33.15
1.08,44.977
1.09,62.443
1.1,89.451
1.11,133.17
1.12,207.29
1.13,338.93
1.14,583.56
1.15,1058.9
1.16,2025.3
1.17,4086.1
1.18,8706.4
1.19,19629
1.2,46931
1.21,1.193e+05
1.22,3.2332e+05
1.23,9.3695e+05
1.24,2.9119e+06
1.25,9.7349e+06
1.26,3.512e+07
1.27,1.3715e+08
1.28,5.816e+08
1.29,2.687e+09
1.3,1.3569e+10
1.31,7.5134e+10
1.32,4.5775e+11
1.33,3.0787e+12
1.34,2.2936e+13
1.35,1.8993e+14
1.36,1.7541e+15
1.37,1.8133e+16
1.38,2.1053e+17
1.39,2.7552e+18
1.4,4.079e+19
